department,course,name,units,description,prereqs,satisfies,grading,repeatable,crosslist,sustainability,notes
EDSP,269,Field Experience in Public Schools - Speech Pathology and Audiology,6 unit(s),"Supervised teaching in speech pathology and audiology. Two hundred clock hours minimum requirement for credential as speech, language and hearing specialist.","Prerequisite(s): TB clearance, CPR, basic physical, Hep B",,Grading: Letter Graded,,,,
EDSP,276,Practicum in Advanced Assessment,3 unit(s),Supervised clinical experience in assessment of a variety of speech/language disorders. Laboratory and classroom experience required.,Prerequisite(s): Instructor consent.,,Grading: Letter Graded,,,,
EDSP,277,Advanced Practicum-Speech Pathology,1-3 unit(s),"Working with children, adult, and group clients within a clinical practicum setting including preparing lesson plans, analyzing assessment results, developing and implementing therapy activities, collecting data, conducting client conferences and writing reports and home programs.",Prerequisite(s): Graduate standing and instructor consent.,,Grading: Letter Graded,Course may be repeated for credit for up to 12 units.,,,
EDSP,278,Clinical Management and Practicum,6-10 unit(s),Supervised clinical experience.,"Prerequisite(s): EDSP 254, EDSP 255, EDSP 276, EDSP 277 and instructor consent.",,Grading: Credit/No Credit,,,,
EDSP,288,Seminar in AAC and Communication Disorders,3 unit(s),"Exploration of how augmentative and alternative communication is used for individuals with complex communication needs. The impact of cognition, educational, physical, psychosocial and linguistic aspects of behavior on AAC use, assessment, intervention and research will be explored.","Prerequisite(s): EDSP 255, graduate standing or instructor consent.",,Grading: Letter Graded,,,,
EDSP,298,Special Studies,1-3 unit(s),Supervised study in a specific field of speech-language pathology.,Prerequisite(s): Instructor consent.,,Grading: Mandatory Credit/No Credit/RP,,,,
EDSP,299,Master’s Thesis,1-4 unit(s),Supervised thesis work in speech-language pathology.,Prerequisite(s): Instructor consent.,,Grading: Mandatory Credit/No Credit/RP,,,,
EDTE,166,Pre-Professional Experience,1-3 unit(s),Observation of learners; service as teacher assistants in public school classrooms; tutoring. May be repeated once.,Prerequisite(s): Upper division standing.,,Grading: Credit/No Credit,Course may be repeated for credit for up to 6 units.,,,
EDTE,180,Individual Studies,1-3 unit(s),Supervised study in specific fields of elementary or secondary education not covered by offered courses.,Prerequisite(s): Division head consent.,,Grading: Credit/No Credit,,,,
EDTE,190,Health Education for the Classroom Teacher,3 unit(s),"Current problems of individual, family and community health. Theories, organization, methods and materials for teaching health education.",Prerequisite(s): Upper division standing.,,Grading: Letter Graded,,,,
EDTE,192,International Program Studies,1-6 unit(s),"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",,,Grading: Letter Graded,,,,
EDTE,193,Introduction to Emancipatory Approaches to Computing,1 unit(s),"To center equity and justice in computer science education, teachers explore the social, cultural, ethical, and legal impacts of computing from the perspectives of individuals, schools, teachers, students, and the global community. They gain an understanding of the landscape of equity and justice issues related to computer science education; develop critical thinking skills about computing and related technologies; and begin to reimagine computer science education and the design of curricular resources to help students create a more just future.",,,Grading: Letter Graded,,,,
EDTE,194,Computer Practice and Programming,3 unit(s),"In-depth introduction to programming through a survey of three programming languages: Scratch, MakeCode, and Python. Teachers develop a broad range of expertise, see how block and text-based languages work together, and learn how computer science can be used as a tool to deepen engagement with classroom content. Final project addresses how to use computer science concepts to address problems that are relevant to teachers’ schools and communities. ",Prerequisite(s): EDTE 193 ,,Grading: Letter Graded,,,,
EDTE,195,Connecting Communities Through Computational Thinking and Computing Systems,3 unit(s),"Builds on introductory programming knowledge to solve problems and design systems. Students will learn computational thinking strategies using fundamental computing concepts; understand the role of computer and communication devices in designing and creating innovative solutions; complete activities that investigate computing systems, networks, and the internet; use Scratch, MakeCode, and Python to deepen instructional and pedagogical practices.",,,Grading: Letter Graded,,,,
EDTE,197,Computer Science Education: Pedagogical Practices for Community Impact,3 unit(s),Presentation of existing curricular materials. How to modify and create instructional materials to support the integration of computer science content into one’s home subject and to engage students in computer science content as an independent subject. Culturally responsive teaching and universal design are highlighted. Design and implementation of a half day set of activities to members of the community followed by reflection.,,,Grading: Letter Graded.,,,,
EDTE,201,Critical Issues in Education,3 unit(s),"A cross-disciplinary investigation of fundamental value issues of American education in a democratic society, considered in the context of the problems and prospects of world civilizations.",,,Grading: Letter Graded,,,,
EDTE,208,Educational Sociology,3 unit(s),"Role of education in modern social, economic and political life. The school as institution. Problems in American life which affect and are affected by public schools.",,Satisfies GWAR: Graduation Writing Assessment Requirement.,Grading: Letter Graded,,,Sustainability Focused - SDG 4: Quality Education ,Note(s): This course satisfies graduate-level GWAR in this master’s program.
EDTE,208B,Bilingual Educational Sociology,3 unit(s),"Role of education and bilingual education in modern social, economic and political life. The school as institution. Problems in American life which affect and are affected by public schools. Multilingualism in education and its cultural implications, with an emphasis on Spanish-speaking communities.",,Satisfies GWAR: Graduation Writing Assessment Requirement.,Grading: Letter Graded,Course may be repeated for credit for up to 6 units.,,,Note(s): This course satisfies graduate-level GWAR in this master’s program.
EDTE,210,Becoming a Reader at Any Age,3 unit(s),"Theory and practice of teaching beginning and struggling readers and writers, both native and nonnative English speakers.",Prerequisite(s): EDEL 108A or EDSC 138A.,,Grading: Letter Graded,,,,
EDTE,211,Developing Academic Language for Reading Across the Curriculum,3 unit(s),"Focus on comprehension across subject areas for first and second language learners: background knowledge, fluency, vocabulary, and metacognition.",Prerequisite(s): EDEL 108A or EDSC 138A.,,Grading: Letter Graded,,,,
EDTE,212,Critical Literacy Leadership Practicum,3 unit(s),"This practicum offers candidates the opportunity to develop their literacy leadership stance. Candidates will work collaboratively with colleagues in schools to design and lead Communities of Practice specific to literacy curriculum, instructional methodologies, and culturally and linguistically sustaining practices. Additionally, candidates will design and lead a more formal professional development session specific to school site needs. They will explore and meet with community resources and families to develop understanding of the ways their literacy leadership might expand.",,,Grading: Letter Graded,,,,
EDTE,214,Learning in a High Tech Environment,3 unit(s),"Teaching and learning with high technology from student-centered perspectives. Lab activities, field observations and investigations in individual areas of specialization. Includes theory to practice, exploring new uses of technology, logistics, leadership roles. May not repeated in the same semester.",Prerequisite(s): EDIT 122 (or equivalent).,,Grading: Letter Graded,,,,
EDTE,215,Culturally and Linguistically Sustaining Literacy Instruction,4 unit(s),"Richly diverse classrooms are filled with students who bring with them a wide range of languages, literacies, and cultural practices.  Developing an effective culture of literacy requires an asset-based stance that celebrates each student’s unique background, strengths, language ecologies, and ways of engaging as learners. Teachers must learn to reflect on their own background and biases including beliefs about language learning, develop culturally sustaining methods of instruction, incorporate resources that are real and relevant for all students, and learn to honor varied patterns of participation and ways of knowing and communicating.  ",,,Grading: Letter Graded,,,,
EDTE,216,Culturally Responsive Assessment for Instruction,4 unit(s),"This course provides research-based, developmental, culturally responsive assessments in literacy for emergent, beginning, second language, and older readers and writers. Assessment and teaching strategies are presented that will enable students to understand the process of reading/writing acquisition and its application. Students will critically analyze assessment data for purposes of instruction and professional development. There is a focus on linguistically and culturally diverse students.",,,Grading: Letter Graded,,,,
EDTE,217A,Practicum Culturally Responsive Assess to Instruct,2 unit(s),"This course provides research-based, developmental, culturally responsive assessments in literacy for emergent, beginning, second language, and older readers and writers. Since it is a practicum, candidates will be expected to work with students and colleagues in schools. Assessment and teaching strategies are presented that will enable students to understand the process of reading/writing acquisition and its application. Students will critically analyze assessment data for purposes of instruction and professional development. There is a focus on linguistically and culturally diverse students.",,,Grading: Letter Graded/RP,,,,
EDTE,217B,Practicum: Culturally Sustaining Literacy Instruct,2 unit(s),"For Reading/Language Arts Specialist Credential or Reading Certificate candidates. In a supervised program, candidates work with struggling readers and implement effective ongoing assessment and instructional strategies to meet the need of diverse struggling readers.","Prerequisite(s): EDTE 210, EDTE 211, EDTE 216, EDTE 292 ",,Grading: Credit/No Credit,,,,
EDTE,220,Advanced Critical Literacy Instruction,3 unit(s),"Candidates learn advanced theory and critical methods to collaboratively analyze instructional practices and evaluate student assessment data at grade, school or district levels to plan and provide coaching to educators to strengthen culturally and linguistically sustaining literacy practices.",,,Grading: Letter Graded,,,,
EDTE,223,"Politics, Theory and Practice of Critical Literacy",3 unit(s),"This course will examine the politics of literacy instruction on the local, state and national levels. Students will ground their analysis of policy in examinations of theories of literacy and literacy development. Students will engage in an extended examination of the Science of Learning movement as a case study of how advocates of curricula frame literacy research and theory to engage in public debate. ",,,Grading: Letter Graded,,,,
EDTE,224,Seminar in Educational Psychology,3 unit(s),Role of psychology in education. Contributions of educational research to current classroom practice and curriculum design. Applications of educational psychology research to current problems in education. Theoretical and practical approaches to understanding learning and teaching.,,,Grading: Letter Graded,,,,
EDTE,242R,Critical Literacy Student Practicum,3 unit(s),"This practicum builds on the learning of prior courses to offer candidates clinical experience as they develop the art and science of literacy teaching through thoughtful assessment, learning design, and feedback for diverse student populations. The focus is on implementation and integration of prior learning. Candidates will work collaboratively with colleagues to understand research-based instructional practices and develop the skill to draw from these practices artfully and responsively. Students will assess, design instruction for, and teach diverse students at varied developmental levels, with an emphasis on: How students learn to read, how students become proficient readers, the relationship between language, reading, and writing, and culturally and linguistically responsive assessment and instructional tools and strategies teachers can use to assist all students, particularly Emergent Bilinguals and historically underserved students. Candidates will learn the power of professional collaboration among peers to better understand their students and their craft, developing a lifelong professional learning mindset.",,,Grading: Letter Graded,,,,
EDTE,245,Assessment and Instruction for Culturally Sustaining Literacy Leadership,3 unit(s),"Literacy teaching and learning is driven by an inter-related ecosystem of state and local assessments, frameworks and benchmarks, and literacy programs.  Mandates are created at the state level, which then frame decisions made at the local level, without full consideration of the cultural and linguistic diversity served by various districts throughout the state. To best serve diverse student populations, literacy educators need to develop the knowledge and experience required to analyze each component of the ecosystem, take a leadership stance, and advocate for variations in assessment, instructional methodologies, and materials that best serve their unique students and community.",,,Grading: Letter Graded,,,,
EDTE,250,Qualitative Research in Education,3 unit(s),"The role of qualitative research in education and society. Historical theoretical groundings, ethical considerations, procedures in development and evaluation of research proposals, techniques of research data analysis.",Prerequisite(s): EDEL 221 or instructor consent.,Satisfies GWAR: Graduation Writing Assessment Requirement.,Grading: Letter Graded,,,,Note(s): This course satisfies graduate-level GWAR in this master’s program.
EDTE,250B,Qualitative Research in Bilingual Education,3 unit(s),"The role of qualitative research in education and society. Historical theoretical groundings, ethical considerations, procedures in development and evaluation of research proposals, techniques of research data analysis pertaining with an emphasis on research issues and methods in bilingual education settings.",,Satisfies GWAR: Graduation Writing Assessment Requirement.,Grading: Letter Graded,,,,Note(s): This course satisfies graduate-level GWAR in this master’s program.
EDTE,260,Critical Perspectives on Schooling for a Pluralist Democracy,3 unit(s),"Critical study of theory, practice and research related to effective communication in cross-cultural, multilingual settings.",,,Grading: Letter Graded,,,,
EDTE,262,Classroom Issues in the Language/Literacy Development of L2 Learners,3 unit(s),"Theories of first and second language acquisition and their application to teaching reading, writing and SDAIE in linguistically diverse classrooms.",Prerequisite(s): EDEL 108A or instructor consent.,,Grading: Letter Graded,,,,
EDTE,262B,Classroom Issues in the Language/Literacy Development of Emergent Bilinguals,3 unit(s),"Theories of bilingualism, language acquisition and their application to teaching reading, writing and in linguistically diverse classrooms. The context of bilingualism in the US and the world and the policies that influence bilingual education.",Prerequisite(s): Instructor consent.,,Grading: Letter Graded,,,,
EDTE,282,Assessment and Evaluation,3 unit(s),"Principles of educational assessment and evaluation. Instructional and classroom assessment design. Focus on construction, selection and use of embedded instruments. Interpretation of data for teachers and students’ use.",Prerequisite(s): Program director consent.,,Grading: Letter Graded,,,,
EDTE,290C,Critical Literacy Research Methods,3 unit(s),"Emphasis on research/teacher inquiry with attention to research designs and methods from various disciplinary perspectives for the study of literacy. This course addresses qualitative educational research methods with a focus on critical research, assessments as measures, critical analysis of research, and using research to develop critical, responsive literacy improvement plans. ",,Satisfies GWAR: Graduation Writing Assessment Requirement.,Grading: Letter Graded,,,,Note(s): This course satisfies graduate-level GWAR in this master’s program.
EDTE,292,Writing Across Cultures and the Curriculum,3 unit(s),"Research, theory and practice of writing development of instruction for native and nonnative English speakers. Emphasis on writing in an integrated curriculum.",Prerequisite(s): EDEL 108A or instructor consent.,,Grading: Letter Graded,,,,
EDTE,294,Research/Practices in Health and Special Education,3 unit(s),"Introduces students to issues in health and special education that are necessary for them to know and be able to meet their legal and professional responsibilities. The course includes identifying, referring, and supporting students who may be at risk of health problems and have special needs. Students will also learn about effective instruction in health and special education content and skill development and how to create and support a safe and healthy environment for learning for all students.",Prerequisite(s): Upper division or Graduate standing.,,Grading: Letter Graded,,,,
EDTE,297A,Advanced issues in Spanish-English Bilingual Education,1 unit(s),"Explores the most current conceptual and equity issues in Spanish-English bilingual education, with an emphasis on developing bilingual teacher agency. Partially satisfies (in conjunction with EDTE 208A and EDTE 262A) the requirements to obtain a bilingual authorization in Spanish by the California Commission on Teacher Credentialing. Taught in Spanish (with supports for speakers who have English as a first language).",Prerequisite(s): Spanish fluency proficiency,,Grading: Letter graded.,,,,
EDTE,297B,Advanced Issues in Bilingual Education,1-3 unit(s),The role of bilingual teacher identity development and networking on the development of teacher agency in their linguistically-diverse communities. Critical sociolinguistics applied to multilingual development in the California and US contexts.  Multilingual policy and organization analysis related to bilingual teacher personal and professional development.,,,Grading: Credit/No Credit.,,,,
EDTE,297C,CalTPA Support,1 unit(s),"Provides appropriate support to Multiple Subject Credential or Single Subject Credential teacher candidates as they complete their Cycle 1 and Cycle 2 CalTPA. Explores content, strategies, and resources to enhance CalTPA submissions. Reviews CalTPA examples, rubrics, and assessor feedback to understand CalTPA evidence and response requirements.",,,Grading: Credit/No Credit.,,,,
EDTE,297F,Field Support,1 unit(s),Exploration of classroom practices to support student teaching.,,,Grading: Credit/No Credit.,,,,
EDTE,298,Special Studies in Education,1-6 unit(s),Supervised study in a specific educational field.,Prerequisite(s): Consent of program director.,,Grading: Mandatory Credit/No Credit/RP,,,,
EDTE,299,Master’s Thesis,1-6 unit(s),Supervised thesis in the field of education.,Prerequisite(s): Advancement to candidacy for the master’s degree.,,Grading: Mandatory Credit/No Credit/RP,,,,
EDTE,1290R,Culminating Experience Supervision,1 unit(s),"Continued work on thesis or project beyond minimum required units, for cases in which final deliverables are still in progress.",Prerequisite(s): RP grade in a preceding thesis or project semester.,,Grading: Mandatory Credit/No Credit/RP,,,,Note(s): No Degree Credit.
EDUC,80,Independent Study,1-3 unit(s),Supervised study related to the field of education appropriate to lower division undergraduate students. Individuals work on special topics by arrangement with a faculty member.,,,Grading: Credit/No Credit,Course may be repeated for credit for up to 3 units.,,,
EDUC,92,International Program Studies,1-12 unit(s),"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",,,Grading: Mixed Grading,,,,
EDUC,157SL,Community Action/Community Service,3 unit(s),"A campus-wide service learning program with opportunities for direct involvement with local community services, both off campus and on campus. Weekly seminars held on campus or at the field site, plus four to six hours of community service work per week at the field site.","Prerequisite(s): Completion of Core General Education and upper division standing are prerequisites to all SJSU studies courses. Completion of, or co-registration in, 100W is strongly recommended.","Satisfies SJSU Studies S: Self, Society & Equality in U.S.",Grading: Letter Graded,,Cross-listed with COMM 157SL / ENGR 157SL / HA 157SL / SCI 157SL. Communication Studies is responsible for scheduling.,Sustainability Related - SDG 11: Sustainable Cities and Communities ,
EDUC,186,Using Instructional Media,3 unit(s),"Selection, utilization and evaluation of instructional media in adult learning configurations. Analysis of communication and learning theories. Design and production of teaching and learning materials.",Prerequisite(s): Upper division standing.,,Grading: Letter Graded,,,,
EDUC,192,International Program Studies,1-6 unit(s),"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",,,Grading: Mixed Grading,,,,
EDUC,298,Individualized Studies in Education,1-6 unit(s),Supervised study in school administrations for both the preliminary and professional services credential programs.,"Prerequisite(s): Admission to Graduate department, EDLD 200, or advisor consent.",,Grading: Mandatory Credit/No Credit/RP,,,,
EE,30,Introduction to Programming Micro-Controllers for Electrical Engineering,3 unit(s),"Introduction to C language program development using an integrated development environment. Program development includes program design, development, debugging, testing and documentation. Electrical engineering application examples dealing with circuits, systems, data converters and signal processing concepts are used throughout the course.",Prerequisite(s): Allowed Declared Majors: Electrical Engineering.,,Grading: Letter Graded,,,,
EE,92,International Program Studies,1-6 unit(s),"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",,,Grading: Mixed Grading,,,,
EE,97,Introductory Electrical Engineering Laboratory,1 unit(s),"Basic instruments and experimental techniques in electrical engineering. Oscilloscopes, function generators, frequency counters and multiple-use meters. Measurements of voltage, current, frequency response, transient response and computer simulation of circuits.",Prerequisite(s): Allowed Declared Majors: Any Engineering.,,Grading: Letter Graded,,,,
EE,98,Introduction to Circuit Analysis,3 unit(s),"Circuit laws and nomenclature, resistive circuits with DC sources, ideal operational amplifier, controlled sources, natural and complete response of simple circuits, steady-state sinusoidal analysis and power calculations.",Prerequisite(s): PHYS 51 with a C- or better. Allowed Declared Majors: Any Engineering. ,,Grading: Letter Graded,,,,
EE,98H,Honors Introduction to Circuit Analysis,3 unit(s),"A project and design based approach to the introduction of circuit laws and analysis methods such as nodal analysis, superposition, equivalent circuits and phasor analysis for circuits involving RLC and operational amplifiers.",Prerequisite(s): PHYS 51 (with a grade of “B” or better). ,,Grading: Letter Graded,,,,
EE,98W,Introduction to Circuit Analysis Workshop,1 unit(s),Workshop designed to help all students excel in EE 98. Students work in groups on challenging circuit analysis problems to help them understand EE 98 concepts more deeply and lay the groundwork for success in engineering courses.,,,Grading: Credit/No Credit,,,,
EE,102,Probability and Statistics in Electrical,3 unit(s),"Introduction to probability and statistical analysis for undergraduate EE students. Discrete probability theory, theory of single random variables, introduction to statistics and hypothesis testing, and EE applications. ",Prerequisite(s): EE 112 with a grade of “C-” or better. Allowed Declared Major: Electrical Engineering.,,Grading: Letter Graded,,,,
EE,104,Applied Programming in Electrical Engineering,3 unit(s),"Review of matrix algebra. Solution of linear, non-linear and ordinary differential equations. Interpolation and integration. Approximation of functions. Python programming in electrical engineering applications, which include signal analysis, neural networks, system modeling.",Prerequisite(s): EE 110 and EE 112 both with grades of “C-” or better. Allowed Declared Major: Electrical Engineering.,,Grading: Letter Graded,,,,
EE,106,Fundamentals of Mechatronics Engineering,4 unit(s),"Foundational concepts in mechatronics including analog and digital electronics, sensors, actuators, microprocessors and microprocessor interfacing to electromechanical systems. Hands-on laboratory experiments with components and measurement equipment used in the design of mechatronic products.",Prerequisite(s): EE 98 and ME 30 (or CS 49C or EE 30 or CMPE 30 or their equivalents) (each with a grade of “C-” or better ). For IT majors: TECH 60 and MATH 71 or MATH 71X (each with a grade of ‘C-’ or better).,,Grading: Letter Graded,,Cross-listed with ME 106. Mechanical Engineering is responsible for scheduling.,,
EE,110,Circuits and Systems,3 unit(s),"Continuous-time signals, circuits and systems. Impulse response and convolution. Laplace and Fourier transforms. Frequency response, transfer function, poles/zeros, filtering. Application to passive and active circuits, and to basic control, communications, and bio-systems.",Prerequisite(s): EE 98 and MATH 33A or MATH 33LA (each with grade of C- or better). Allowed Declared Major: Electrical Engineering.,,Grading: Letter Graded,,,,
EE,110L,Continuous and Discrete Time Systems Lab,1 unit(s),"Matlab, LTspice, and Ipython used to solve realistic continuous and discrete time signals, circuits and systems problems. Application to passive and active circuits, to basic control, communications, and bio systems.",Prerequisite(s): EE 98 and MATH 33A or MATH 33LA (each with grade of “C-” or better).,,Grading: Letter Graded,,,,
EE,110W,Circuits and Systems Workshop,1 unit(s),Workshop designed to help all students excel in EE 110. Students work in groups on challenging circuit analysis and systems problems to improve their understanding of concepts in EE 110 and lay the groundwork for success in future EE courses.,Prerequisite(s): EE 98 and MATH 33A or MATH 33LA (each with a “C-” or better). ,,Grading: Credit/No Credit,,,,
EE,112,Introduction to Signal Processing,3 unit(s),"Introduction to discrete-time signal processing. Sampling and aliasing. Frequency response, transfer function, poles/zeros. Z-transform. FIR and IIR filtering. The four Fourier transforms. Computing spectra and spectrograms. Bio-systems, speech, music, image processing applications with Matlab.",Prerequisite(s): EE 98 and MATH 33A (each with grade of C- or better) and Satisfactory Score on the Circuit Concepts and Problem Solving Placement Exam. Allowed Declared Major: Electrical Engineering.,,Grading: Letter Graded,,,,
EE,118,Digital Logic Circuit Design,4 unit(s),"Fundamentals of digital logic design. Boolean logic, MUXes, DEMUXes, decoders, encoders, comparators, arithmetic blocks, flip-flops, counters, registers, RAMs/ROMs, PLDs and FPGAs. Design of a simple computer CPU. Schematic capture and Hardware Description Language (HDL), particularly, Verilog.",Prerequisite(s): EE 97 and EE 98 both with grades of “C-” or better. Allowed Declared Major: Electrical Engineering.,,Grading: Letter Graded,,,,
EE,120,Microprocessor Based System Design,4 unit(s),Advanced algorithmic processes using MSI and SSI integrated circuits. Organization and interface requirements for a microcomputer. Hardware-software tradeoffs in digital systems.,Prerequisite(s): EE 118 with grade of “C-” or better. Allowed Declared Major: Electrical Engineering.,,Grading: Letter Graded,,,,
EE,122,Electronic Design I,4 unit(s),"Design of circuits based on OPAMPS, diodes, MOSFETs and BJT’s, as applied to the contemporary issues of biomedical devices and power generation (solar cell modules), and power usage. Electronic CAD tools (LTPSICE) will be used extensively, PCB board design.",Prerequisite(s): EE 110 and EE 97 both with grades of “C-” or better. Allowed Declared Majors: Electrical Engineering.,,Grading: Letter Graded,,,,
EE,124,Electronic Design II,4 unit(s),"Analysis and design of Analog integrated circuits using Bipolar and CMOS transistors. Topics include current sources, active loads, differential amplifiers, frequency response, frequency compensation, output stages, feedback amplifiers and operational amplifiers.",Prerequisite(s): EE 122 and EE 128 both with grades of “C-” or better. Allowed Declared Major: Electrical Engineering. ,,Grading: Letter Graded,,,,
EE,127,Electronics for Biomedical Applications,3 unit(s),Study of the fundamental concepts of electrical circuits relevant to the use and design of biomedical instruments and devices currently used for patient care using several examples.,Prerequisite(s): EE 98 with a grade of “C-” or better.,,Grading: Letter Graded,,,,
EE,128,Physical Electronics,3 unit(s),Review of semiconductor theory. Methods of device fabrication; p-n junctions; bipolar junction transistors; field-effect transistors (FETS); MOSFETs; and equivalent circuits.,Prerequisite(s): MATE 153 with a grade of “C-” or better. Allowed Declared Major: Electrical Engineering. ,,Grading: Letter Graded,,,,
EE,129,Introduction to Integrated Circuits Processing and Design,3 unit(s),"Basic processes involved in fabrication of integrated circuits; semiconductor physics, material preparation, oxidation, diffusion; photolithographic, thin-film deposition and etching. Simple component layout and evaluation of device parameters.",Prerequisite(s): MATE 25 or MATE 153 with a grade of “C-” or better. Allowed Declared Majors: Any Engineering. Or Graduate/PBAC level.,,Grading: Letter Graded,,Cross-listed with MATE 129. Materials Engineering is responsible for scheduling.,,
EE,130,Electric Machines and Drives,3 unit(s),"This course introduces the theory of operation and the control of electro-mechanical machines including DC machines, DC brushless machines, and AC synchronous machines and their electric drive systems. Applications include robotics, electric vehicle, and electric power generation.",Prerequisite(s): EE 110 and EE 112 both with grades of “C-” or better.,,Grading: Letter Graded,,,,
EE,132,Theory of Automatic Controls,3 unit(s),Theory of linear feedback control systems. Transfer functions and block diagrams; root-locus techniques; frequency analysis techniques; compensation; transducers and servo-system elements.,Prerequisite(s): EE 110 and EE 112 both with grades of “C-” or better. Allowed Declared Major: Electrical Engineering.,,Grading: Letter Graded,,,,
EE,134,Power Systems,3 unit(s),"Introduction to power systems including: complex power, power factor correction, power quality, power flow analysis, grid steady state and transient stability, fault analysis, integration of renewable energy, theory and modeling of transformers, transmission lines, and synchronous generators.",Prerequisite(s): EE 110 and EE 112 both with grades of “C-” or better.,,Grading: Letter Graded,,,,
EE,136,Semiconductor Power Electronics,3 unit(s),"Study of power electronic circuits and applications including switch-mode regulators, AC-DC, DC-DC and DC-AC conversion, uninterruptible power supplies, variable speed drives, active filtering and harmonic cancellation; laboratory demonstrations. Applications include electric vehicle propulsion and spacecraft power systems. ",Prerequisite(s): EE 122 with a grade of “C-” or better.,,Grading: Letter Graded,,,,
EE,138,Embedded Control System Design,3 unit(s),"Introduction to designing microcontroller-based embedded control systems using C programs to control input/output peripherals including general purpose I/Os, state machines, analog interfaces, pulse width modulation, digital filter implementation, design of control systems for motor, interrupt concepts, and real-time operating systems.",Prerequisite(s): EE 112 and EE 120 both with grades of “C-” or better.,,Grading: Letter Graded,,,,
EE,140,Principles of Electromagnetic Fields,3 unit(s),Static electromagnetic fields and waves using vector calculus methods. Development of Maxwell’s Equations. Dynamic effect of time varying electromagnetic fields and its applications. ,"Prerequisite(s): PHYS 52, EE 110, and EE 110L all with grades of “C-” or better. Allowed Declared Major: Electrical Engineering.",,Grading: Letter Graded,,,,
EE,153,Introduction to Digital Signal Processing,3 unit(s),"Digital signal processing fundamentals, discrete system theory, convolution, DFT, and design of IIR and FIR filters. MATLAB based lab exercises are used for verification of DSP principles, signal analysis, and design of filters for audio signals.",Prerequisite(s): EE 112 with a grade of “C-” or better. ,,Grading: Letter Graded,,,,
EE,160,Principles of Communication Systems,3 unit(s),Introduction to communication systems. Harmonics for analysis of amplifiers and amplitude modulators. Sampling and its application to frequency shifting. Communication receiver architectures: Direct-conversion and heterodyne. Amplitude modulators and demodulators. Basic binary modulation techniques.,Prerequisite(s): EE 112 with a grade of “C-” or better.,,Grading: Letter Graded,,,,
EE,161,Digital Communication Systems,3 unit(s),"Introduction to communication systems and noise. Binary communication systems. Pulse amplitude modulation. Digital modulation of amplitude, phase and frequency of a carrier signal. Modulation and signaling for wireless communication channels. Digital wireless communication using multiple antennas.",Prerequisite(s): EE 102 and EE 112 both with grades of “C-” or better. Allowed Declared Major: Electrical Engineering.,,Grading: Letter Graded,,,,
EE,165,Photovoltaic Fabrication/Testing Lab,1 unit(s),"Laboratory course covering photovoltaic (solar cell) design, fabrication, and testing. TCAD simulation tools will be used in design. Fabrication processes will include cleaning, surface texturing, deposition, diffusion, metallization, photolithography, etching, and electrical testing.",Prerequisite(s): MATE 25 or MATE 153 with a grade of “C-” or better; or corequisite of MATE 129.,,Grading: Letter Graded,,Cross-listed with MATE 165. Materials Engineering is responsible for scheduling.,Sustainability Focused - SDG 7: Affordable and Clean Energy ,
EE,166,Design of CMOS Digital Integrated Circuits,3 unit(s),Analysis and design of MOS based combinational sequential digital integrated circuits. Industry standard CAD tools (Cadence) will be used extensively in homework and a group final project.,Prerequisite(s): EE 128 with a grade of “C-” or better. Allowed Declared Major: Electrical Engineering.,,Grading: Letter Graded,,,,
EE,168,Microfluid Fabrication and Design,1 unit(s),"Hands-on design, fabrication, and testing of microfluidic devices. Processes including photolithography, soft lithography, and plasma bonding. Design problems for microfluidic devices. Introduction to microfluidics simulation.",Prerequisite(s): MATE 25 or MATE 153 or MATE 129 / EE 129.,,Grading: Letter Graded,,Cross-listed with MATE 168 / ME 168. Mechanical Engineering is responsible for scheduling.,,
